,url_hotel,description_hotel,score_hotel,coordinates_hotel,adresse_hotel,children_hotel,animals_hotel,hotel_index,lat,lon
0,https://www.booking.com/hotel/fr/authentic-night-montauban.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApbQmZsGwAIB0gIkMzk4M2MxODEtMzQwYy00N2U5LTgyYmYtODY0NzFjN2RlNWNh2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=713d604ba24d0002&srepoch=1667655704&from=searchresults#hotelTmpl,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement 2 appartements Rue du greffe!  pour économiser.Situé à Montauban, le 2 appartements Rue du greffe propose des hébergements avec une connexion Wi-Fi gratuite et un coin salon.Revêtus de parquet, les logements comprennent un coin repas, une télévision à écran plat ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux. Un réfrigérateur, des plaques de cuisson, un grille-pain, une bouilloire et une machine à café sont également fournis.Vous pourrez pratiquer la pêche dans les environs.L'aéroport de Toulouse-Blagnac, le plus proche, est implanté à 53 km. ","['8,6']","44.01703937,1.35448361","7 Rue du Greffe, 82000 Montauban, France",Tous les enfants sont les bienvenus.,Les animaux de compagnie ne sont pas admis au sein de l'établissement. ,266,44.01703937,1.35448361
0,https://www.booking.com/hotel/fr/appart-proche-gare-parking-impasse-tranquille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApbQmZsGwAIB0gIkMzk4M2MxODEtMzQwYy00N2U5LTgyYmYtODY0NzFjN2RlNWNh2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=713d604ba24d0002&srepoch=1667655704&from=searchresults#hotelTmpl,"Situé à Montauban, l'Appart proche gare + Parking, Impasse tranquille dispose d'une terrasse. Vous bénéficierez gratuitement d'un parking privé sur place et d'une connexion Wi-Fi.Cet appartement comprend 2 chambres, une salle de bains, du linge de lit, des serviettes, une télévision à écran plat, un coin repas, une cuisine entièrement équipée et un balcon avec vue sur le jardin.L'aéroport de Toulouse-Blagnac, le plus proche, est implanté à 52 km. ","['8,0']","44.01632566,1.34083071","27 Impasse Paris Orléans, 82000 Montauban, France",None,None,267,44.01632566,1.34083071
0,https://www.booking.com/hotel/fr/montauban-appartement-3-chambres-a-deux-pas-de-l-hypercentre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApbQmZsGwAIB0gIkMzk4M2MxODEtMzQwYy00N2U5LTgyYmYtODY0NzFjN2RlNWNh2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=713d604ba24d0002&srepoch=1667655704&from=searchresults#hotelTmpl,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Montauban Appartement 3 chambres à deux pas de l’hypercentre!  pour économiser.Situé à Montauban, le Montauban Appartement 3 chambres à deux pas de l'hypercentre dispose d'une terrasse. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé sur place.Cet appartement comprend 3 chambres, une salle de bains, du linge de lit, des serviettes, une télévision à écran plat, une cuisine entièrement équipée et un balcon avec vue sur la ville.L'aéroport de Toulouse-Blagnac, le plus proche, est implanté à 54 km. ","['9,3']","44.01576468,1.36779830","Appt 22 6e étage avec ascenseur 200 Boulevard Vincent Auriol, 82000 Montauban, France",None,Les animaux de compagnie ne sont pas admis au sein de l'établissement. ,268,44.01576468,1.36779830
0,https://www.booking.com/hotel/fr/montauban-city-zen.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApbQmZsGwAIB0gIkMzk4M2MxODEtMzQwYy00N2U5LTgyYmYtODY0NzFjN2RlNWNh2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=713d604ba24d0002&srepoch=1667655704&from=searchresults#hotelTmpl,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Montauban City Zen & Cosy!  pour économiser.Situé à Montauban, le Montauban City Zen & Cosy propose un service de prêt de vélos et une terrasse. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi.Cet appartement comprend une chambre, une salle de bains, du linge de lit, des serviettes, une télévision par satellite à écran plat, un coin repas, une cuisine entièrement équipée et un balcon avec vue sur la piscine.L'aéroport de Toulouse-Blagnac, le plus proche, est implanté à 55 km. ","['7,1']","44.01659800,1.37273400","28 Rue Dominique Ingres, 82000 Montauban, France",None,Les animaux de compagnie ne sont pas admis au sein de l'établissement. ,269,44.01659800,1.37273400
0,https://www.booking.com/hotel/fr/intimiste-by-bnb-conciergerie-montauban.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApbQmZsGwAIB0gIkMzk4M2MxODEtMzQwYy00N2U5LTgyYmYtODY0NzFjN2RlNWNh2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=713d604ba24d0002&srepoch=1667655704&from=searchresults#hotelTmpl,"Situé à Montauban, l'établissement L'intimiste by BNB Conciergerie Montauban propose une terrasse, une connexion Wi-Fi gratuite et une vue sur le jardin. Cet appartement dispose d'un jardin et d'un parking privé gratuit.Cet appartement climatisé comprend une cuisine, un coin salon, un coin repas et une télévision à écran plat. Les serviettes et le linge de lit sont fournis.L'aéroport de Toulouse-Blagnac, le plus proche, est implanté à 55 km. ","['8,5']","44.02508340,1.36823230","Appt 4 3 Impasse Maurice Bellonte, 82000 Montauban, France",None,Les animaux de compagnie ne sont pas admis au sein de l'établissement. ,270,44.02508340,1.36823230
0,https://www.booking.com/hotel/fr/voyage-au-canal.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApbQmZsGwAIB0gIkMzk4M2MxODEtMzQwYy00N2U5LTgyYmYtODY0NzFjN2RlNWNh2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=713d604ba24d0002&srepoch=1667655704&from=searchresults#hotelTmpl,"Doté d'une terrasse, le Voyage au Canal est situé à Montauban, à 50 km du jardin japonais Pierre Baudis. Vous séjournerez à 49 km de l'amphithéâtre Purpan-Ancely. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé sur place.Cet appartement climatisé comprend 2 chambres, une télévision à écran plat et une cuisine.L'aéroport de Toulouse-Blagnac, le plus proche, est implanté à 51 km. ","['8,1']","44.00885670,1.34404300","38 Avenue Marceau Hamecher, 82000 Montauban, France",None,,271,44.00885670,1.34404300
0,https://www.booking.com/hotel/fr/suite-privee-avec-piscine.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApbQmZsGwAIB0gIkMzk4M2MxODEtMzQwYy00N2U5LTgyYmYtODY0NzFjN2RlNWNh2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=713d604ba24d0002&srepoch=1667655704&from=searchresults#hotelTmpl,"Offrant une vue sur sa piscine extérieure, la Suite privée avec piscine est située à environ 4 km du parcours de golf des Aiguillons. Vous profiterez d'une piscine privée et d'un parking privé gratuit.Cet appartement climatisé comprend une chambre, une télévision à écran plat, un coin repas ainsi qu'une cuisine équipée d'un micro-ondes et d'un réfrigérateur. Les serviettes et le linge de lit sont fournis.L'appartement possède une terrasse bien exposée.Vous séjournerez à 5,6 km de la gare de Montauban et à 39 km du parcours de golf de Roucous. L'aéroport de Toulouse-Blagnac, le plus proche, est à 57 km. ","['8,1']","44.04776511,1.35040889","971 Chemin de Traverse, 82000 Montauban, France",None,None,272,44.04776511,1.35040889
0,https://www.booking.com/hotel/fr/ha-tel-ibis-montauban.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApbQmZsGwAIB0gIkMzk4M2MxODEtMzQwYy00N2U5LTgyYmYtODY0NzFjN2RlNWNh2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=713d604ba24d0002&srepoch=1667655704&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Situé à la sortie de l'autoroute A20, à 5 minutes en voiture de Montauban, cet hôtel ibis possède un bar, une piscine extérieure et une salle de réunion. Un parking privé et une connexion Wi-Fi sont disponibles gratuitement.Décorées avec simplicité, les chambres comprennent une télévision à écran LCD, un téléphone et un bureau. Leur salle de bains privative est pourvue d'une douche ou d'une baignoire.Chaque matin, vous pourrez savourer un petit-déjeuner buffet composé de mets sucrés et salés, tels que des œufs, de la salade de fruits, des yaourts et des jus. Des viennoiseries cuites sur place et des madeleines françaises fraîches sont aussi proposées, ainsi qu'une boisson chaude et un fruit à emporter. En dehors des horaires habituels, vous pourrez profiter d'un petit-déjeuner plus léger à partir de 4h00. Des spécialités françaises sont servies au restaurant, ouvert uniquement pour le dîner.L'hôtel ibis Montauban se trouve à 1,5 km du stade de la Fobio et à 4 km du stade Sapiac. En voiture, vous pourrez rejoindre la gare de Montauban-Ville-Bourbon en 15 minutes et l'aéroport de Toulouse-Blagnac en 35 minutes. ","['7,9']","44.00536750,1.38373420","50 route de Saint Martial, 82000 Montauban, France",Tous les enfants sont les bienvenus.,None,273,44.00536750,1.38373420
0,https://www.booking.com/hotel/fr/ibis-styles-montauban.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApbQmZsGwAIB0gIkMzk4M2MxODEtMzQwYy00N2U5LTgyYmYtODY0NzFjN2RlNWNh2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=713d604ba24d0002&srepoch=1667655704&from=searchresults#hotelTmpl,"Situé à Montauban, l'ibis Styles Montauban dispose d'une terrasse. Il possède une réception ouverte 24h/24 et une piscine extérieure ouverte en saison. L'hôtel dispose de chambres familiales.Les chambres comprennent une armoire. Elles comprennent également la climatisation et une salle de bains privative.Un petit-déjeuner buffet ou continental est servi sur place.L'aéroport de Toulouse-Blagnac, le plus proche, est implanté à 54 km. ","['8,7']","44.00526000,1.38315300","50, Route de saint martial, 82000 Montauban, France",Tous les enfants sont les bienvenus.,None,274,44.00526000,1.38315300
0,https://www.booking.com/hotel/fr/vieux-port-47-les-augustins.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApfQmZsGwAIB0gIkZjMxMWY0Y2UtY2FmYS00MjhkLTg2YWQtYzEwZjI2Y2IwZGM42AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=6d79604bf3140030&srepoch=1667655704&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Vieux Port République Cannebiére!  pour économiser.Situé dans le centre de Marseille, à moins de 1,9 km de la plage des Catalans et à 100 mètres de la station de métro Vieux Port, le Vieux Port République Cannebiére propose des hébergements avec connexion Wi-Fi gratuite et coin salon.Tous les logements sont climatisés et disposent d'une télévision à écran plat, d'un salon avec un canapé, d'une cuisine bien équipée avec un coin repas ainsi que d'une salle de bains privative avec douche, chaussons et sèche-cheveux. Leur cuisine entièrement équipée comporte un micro-ondes, un réfrigérateur, un four, une bouilloire et une machine à café.Vous pourrez pratiquer la randonnée, la planche à voile et la plongée sous-marine dans les environs.Vous séjournerez à proximité de la rue Saint-Ferréol, du musée des civilisations de l'Europe et de la Méditerranée et de la station de métro Joliette. L'aéroport de Marseille-Provence, le plus proche, est implanté à 25 km. ","['8,8']","43.29594971,5.37455259","11 Rue des Augustins, 13001 Marseille, France",Tous les enfants sont les bienvenus.,Les clients doivent éviter de faire du bruit entre 22h00 et 9h00.,275,43.29594971,5.37455259
0,https://www.booking.com/hotel/fr/le-plaisir-1827.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApfQmZsGwAIB0gIkZjMxMWY0Y2UtY2FmYS00MjhkLTg2YWQtYzEwZjI2Y2IwZGM42AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=6d79604bf3140030&srepoch=1667655704&from=searchresults#hotelTmpl,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Plaisir 1827!  pour économiser.Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, l'établissement Le Plaisir 1827 est situé à Marseille, à seulement 1,3 km de la station de métro La Timone et à 1,8 km de celle de Castellane. Il se trouve à 3,2 km du musée des civilisations de l'Europe et de la Méditerranée et à 3,4 km de la station de métro Joliette.Cet appartement comprend une chambre, un salon, une télévision à écran plat, une cuisine équipée avec un coin repas ainsi qu'une salle de bains pourvue d'une douche et d'un lave-linge. Les serviettes et le linge de lit sont fournis.Vous séjournerez à proximité de la rue Saint-Ferréol, de la station de métro Vieux Port et de la gare de Marseille Saint-Charles. L'aéroport le plus proche, celui de Marseille Provence, est situé à 27 km. ","['9,1']","43.29653880,5.39137380","3 Eme etages gauche 38 Rue du Progrès, 13005 Marseille, France",Tous les enfants sont les bienvenus.,Les clients doivent éviter de faire du bruit entre 20h00 et 8h00.,276,43.29653880,5.39137380
0,https://www.booking.com/hotel/fr/superbe-cocon-au-soleil-de-marseille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApfQmZsGwAIB0gIkZjMxMWY0Y2UtY2FmYS00MjhkLTg2YWQtYzEwZjI2Y2IwZGM42AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=6d79604bf3140030&srepoch=1667655704&from=searchresults#hotelTmpl,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Cocon au Soleil 1827!  pour économiser.Situé à Marseille, à 1,3 km de la station de métro La Timone et à 1,8 km de la station de métro Castellane, le Cocon au Soleil 1827 Il dispose d'une connexion Wi-Fi gratuite et de la climatisation. Offrant une vue sur la ville, il se trouve à 1,4 km de la rue Saint-Ferréol et à 1,7 km de la station de métro Vieux Port.Cet appartement comprend une chambre, une télévision par câble à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un réfrigérateur. Les serviettes et le linge de lit sont fournis.Vous séjournerez à 1,5 km de la gare de Marseille-Saint-Charles et à 3,2 km du musée des civilisations de l'Europe et de la Méditerranée. L'aéroport de Marseille-Provence, le plus proche, est implanté à 27 km. ","['8,8']","43.29654954,5.39145293","1ER ETAGE 38 Rue du Progrès, 13005 Marseille, France",Tous les enfants sont les bienvenus.,Les clients doivent éviter de faire du bruit entre 20h00 et 8h00.,277,43.29654954,5.39145293
0,https://www.booking.com/hotel/fr/le-panier-enchante-suites-amp-spa.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApfQmZsGwAIB0gIkZjMxMWY0Y2UtY2FmYS00MjhkLTg2YWQtYzEwZjI2Y2IwZGM42AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=6d79604bf3140030&srepoch=1667655704&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement LE PANIER ENCHANTÉ - Suites & Loft - Terrasse et patio au dessus du Vieux Port!  pour économiser.Offrant une vue sur le jardin, l'établissement LE PANIER ENCHANTÉ - Suites & Loft - Terrasse et patio au Le dessus du Vieux Port propose un hébergement idéalement situé à Marseille, à proximité de la station de métro Joliette, de la station de métro Vieux Port et du centre commercial Les Terrasses du Port.Les logements comprennent une terrasse, la climatisation, une télévision à écran plat et une salle de bains privative avec sèche-cheveux. Certains logements comprennent une cuisine équipée d'un micro-ondes, d'un réfrigérateur et d'un four.L'appartement possède une terrasse.Vous séjournerez à proximité du musée des civilisations de l'Europe et de la Méditerranée, de la rue Saint-Ferréol et de la gare de Marseille Saint-Charles. L'aéroport de Marseille-Provence, le plus proche, est implanté à 24 km. ","['7,9']","43.30009700,5.36758500","7 Rue de la Charité, 13002 Marseille, France",Les enfants ne sont pas autorisés.,Les clients doivent éviter de faire du bruit entre 22h00 et 8h00.,278,43.30009700,5.36758500
0,https://www.booking.com/hotel/fr/superbe-appart-3-p-10-mn-de-la-plage-avec-piscine.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApfQmZsGwAIB0gIkZjMxMWY0Y2UtY2FmYS00MjhkLTg2YWQtYzEwZjI2Y2IwZGM42AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=6d79604bf3140030&srepoch=1667655704&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Superbe appart 3 p, 10 mn de la plage avec piscine et parking!  pour économiser.Dans le quartier Borely-Bonneveine de Marseille, à proximité de la Plage de la Vieille Chapelle, Superbe appart 3 p, Le 10 mn de la plage avec piscine et parking dispose d'un bar, d'une connexion Wi-Fi gratuite et d'un lave-linge. Situé à moins de 1 km de Bonneveine, il propose une piscine extérieure ouverte en saison et un parking privé gratuit.Cet appartement comprend 2 chambres, une salle de bains, du linge de lit, des serviettes, une télévision par satellite à écran plat, un coin repas, une cuisine entièrement équipée et un balcon avec vue sur le jardin.Une terrasse bien exposée est présente. Un service de location de vélos est assuré sur place.Vous séjournerez à 1,3 km de Borely et à 2,9 km du stade Orange Vélodrome. L'aéroport le plus proche, celui de Marseille Provence, est situé à 32 km. ","['9,0']","43.25053030,5.38148170","72 Boulevard du Sablier, 13008 Marseille, France",None,Les clients doivent éviter de faire du bruit entre 22h00 et 8h00.,279,43.25053030,5.38148170
0,https://www.booking.com/hotel/fr/montgrand.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApfQmZsGwAIB0gIkZjMxMWY0Y2UtY2FmYS00MjhkLTg2YWQtYzEwZjI2Y2IwZGM42AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=6d79604bf3140030&srepoch=1667655704&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Maison Montgrand - Vieux Port!  pour économiser.Doté d'une terrasse spacieuse, d'un terrain de pétanque et d'un magasin de concept, l'Hôtel Maison Montgrand - Vieux Port vous propose 49 chambres et 13 appartements dans le centre de Marseille, à seulement 5 minutes à pied du Vieux-Port et à 4 km du stade Vélodrome.Réparties dans 5 bâtiments différents, les chambres disposent de la climatisation, d’une connexion Wi-Fi gratuite, d’une télévision par satellite à écran plat et d’une salle de bains privative. Tous les appartements sont équipés d'une kitchenette et rendent hommage au peintre Michel Jouenne, dont la fondation au rez-de-chaussée expose ses œuvres.Sur place, vous pourrez déguster un petit-déjeuner buffet chaque matin. Les repas sont servis à l’heure du déjeuner, du lundi au samedi. Le bar ouvert 24h/24 vous servira aussi des boissons chaudes et froides.Le personnel de l’établissement se tiendra à votre disposition 24h/24. Il pourra vous aider à réserver une table de restaurant, louer une voiture et organiser de nombreuses activités. Un salon et une salle de réunion sont également disponibles.Vous séjournerez à seulement 150 mètres de la station de métro Estrangin - Préfecture. Si vous venez en voiture, vous pourrez utiliser l’espace d’arrêt minute en face de l’hôtel. Enfin, vous rejoindrez en 5 minutes à pied l’opéra de Marseille et la place aux Huiles avec ses nombreux restaurants. ","['8,0']","43.29096270,5.37642920","35 Rue Montgrand, 13006 Marseille, France",Tous les enfants sont les bienvenus.,None,280,43.29096270,5.37642920
0,https://www.booking.com/hotel/fr/maisondumondehotelandsuitesmarseille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApfQmZsGwAIB0gIkZjMxMWY0Y2UtY2FmYS00MjhkLTg2YWQtYzEwZjI2Y2IwZGM42AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=6d79604bf3140030&srepoch=1667655704&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Surplombant le Vieux-Port, l’établissement Maisons du Monde Hôtel & Suites - Marseille Vieux Port vous accueille au cœur de Marseille. Il propose des chambres modernes et climatisées. Une connexion Wi-Fi est disponible gratuitement.Les chambres insonorisées de l’établissement Maisons du Monde Hôtel & Suites - Marseille Vieux Port comprennent une télévision par satellite à écran plat. Certaines offrent une vue sur la mer et le port.L’hôtel se trouve à quelques pas de la station de métro Vieux-Port - Hôtel de Ville. Des arrêts de transports en commun desservant tous les principaux sites d’intérêt de la ville se trouvent le long de La Canebière, à 400 mètres. ","['8,4']","43.29412372,5.37463993","43 Quai des Belges, 13001 Marseille, France",Tous les enfants sont les bienvenus.,None,281,43.29412372,5.37463993
0,https://www.booking.com/hotel/fr/nocnoc-le-renversant-loft-atypique-plein-centre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApfQmZsGwAIB0gIkZjMxMWY0Y2UtY2FmYS00MjhkLTg2YWQtYzEwZjI2Y2IwZGM42AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=6d79604bf3140030&srepoch=1667655704&from=searchresults#hotelTmpl,"Doté d'une baignoire spa, le NOCNOC - Le Renversant est situé en plein centre de Marseille. La plage des Catalans et la rue Saint-Ferréol sont à 2,3 km et 400 mètres de l'appartement. Une connexion Wi-Fi est disponible gratuitement.L'appartement comprend 4 chambres, une cuisine équipée d'un lave-vaisselle et d'un micro-ondes, ainsi que 3 salles de bains pourvues d'un jacuzzi, d'un sèche-cheveux et d'un lave-linge. Les serviettes et le linge de lit sont fournis.Vous séjournerez à proximité des stations de métro Castellane, Vieux Port et Marseille Saint-Charles. L'aéroport de Marseille-Provence, le plus proche, est implanté à 26 km. ","['6,8']","43.29479980,5.38008110","36 Rue d'Aubagne, 13001 Marseille, France",None,Les clients doivent éviter de faire du bruit entre 22h00 et 8h00.,282,43.29479980,5.38008110
0,https://www.booking.com/hotel/fr/votre-adresse-de-charme-hypercentre-marseille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQOIAgGoAgS4ApfQmZsGwAIB0gIkZjMxMWY0Y2UtY2FmYS00MjhkLTg2YWQtYzEwZjI2Y2IwZGM42AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=6d79604bf3140030&srepoch=1667655704&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Marseillement votre!  pour économiser.Situé à Marseille, à 2,9 km de la plage des Catalans et à 1,1 km de la station de métro Vieux Port, le Marseillement votre offre une vue sur le jardin et dispose d'une connexion Wi-Fi gratuite.Tous les logements comprennent un coin salon, une télévision à écran plat, un lave-linge ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux. Des plaques de cuisson, un grille-pain et une machine à café sont également fournis.Vous séjournerez à proximité de la gare de Marseille-Saint-Charles, de la rue Saint-Ferréol et de la station de métro Joliette. L'aéroport le plus proche, celui de Marseille Provence, est situé à 25 km. ","['8,3']","43.30020105,5.38260245","4 Rue DELILLE, 13001 Marseille, France",Tous les enfants sont les bienvenus.,Les clients doivent éviter de faire du bruit entre 22h00 et 8h00.,283,43.30020105,5.38260245
