,dt,visibility,pop,dt_txt,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.sea_level,main.grnd_level,main.humidity,main.temp_kf,clouds.all,wind.speed,wind.deg,wind.gust,rain.3h,sys.pod,mainweather.id,mainweather.main,mainweather.description,mainweather.icon,id,name,country,population,timezone,sunrise,sunset,coord.lat,coord.lon
0,1667304000,10000,0.39,2022-11-01 12:00:00,16.39,15.96,16.39,16.72,1015,1015,1015,72,-0.33,54,10.23,214,16.2,0.38,d,500,Rain,light rain,10d,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667314800,10000,1.0,2022-11-01 15:00:00,15.95,15.56,15.06,15.95,1015,1015,1015,75,0.89,68,9.4,219,15.12,1.38,d,500,Rain,light rain,10d,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667325600,10000,1.0,2022-11-01 18:00:00,14.13,13.61,13.0,14.13,1016,1016,1016,77,1.13,55,8.68,224,14.2,0.87,n,500,Rain,light rain,10n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667336400,10000,0.07,2022-11-01 21:00:00,11.6,10.8,11.6,11.6,1019,1019,1019,76,0.0,4,8.23,235,13.56,,n,800,Clear,clear sky,01n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667347200,10000,0.15,2022-11-02 00:00:00,10.9,10.11,10.9,10.9,1020,1020,1020,79,0.0,19,6.97,239,11.47,,n,801,Clouds,few clouds,02n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667358000,10000,0.08,2022-11-02 03:00:00,9.34,6.87,9.34,9.34,1021,1021,1021,87,0.0,32,4.73,227,9.15,,n,802,Clouds,scattered clouds,03n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667368800,10000,0.0,2022-11-02 06:00:00,8.74,6.47,8.74,8.74,1022,1022,1022,89,0.0,17,3.96,209,7.36,,n,801,Clouds,few clouds,02n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667379600,10000,0.0,2022-11-02 09:00:00,11.07,10.35,11.07,11.07,1022,1022,1022,81,0.0,25,5.12,181,9.42,,d,802,Clouds,scattered clouds,03d,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667390400,10000,0.0,2022-11-02 12:00:00,15.08,14.34,15.08,15.08,1020,1020,1020,65,0.0,62,7.83,200,11.76,,d,803,Clouds,broken clouds,04d,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667401200,10000,0.0,2022-11-02 15:00:00,15.82,15.21,15.82,15.82,1017,1017,1017,67,0.0,96,8.87,198,13.89,,d,804,Clouds,overcast clouds,04d,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667412000,10000,0.0,2022-11-02 18:00:00,14.25,13.69,14.25,14.25,1016,1016,1016,75,0.0,98,8.94,201,14.64,,n,804,Clouds,overcast clouds,04n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667422800,10000,0.02,2022-11-02 21:00:00,14.02,13.62,14.02,14.02,1014,1014,1014,82,0.0,100,9.16,201,15.86,,n,804,Clouds,overcast clouds,04n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667433600,10000,0.37,2022-11-03 00:00:00,14.22,13.92,14.22,14.22,1013,1013,1013,85,0.0,100,8.27,205,13.89,0.76,n,500,Rain,light rain,10n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667444400,10000,1.0,2022-11-03 03:00:00,13.49,13.19,13.49,13.49,1011,1011,1011,88,0.0,100,7.7,214,14.09,1.25,n,500,Rain,light rain,10n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667455200,10000,1.0,2022-11-03 06:00:00,12.25,11.96,12.25,12.25,1009,1009,1009,93,0.0,100,4.98,205,9.31,1.41,n,500,Rain,light rain,10n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667466000,10000,1.0,2022-11-03 09:00:00,12.34,11.98,12.34,12.34,1008,1008,1008,90,0.0,100,5.85,198,11.41,1.43,d,500,Rain,light rain,10d,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667476800,8798,1.0,2022-11-03 12:00:00,13.21,12.86,13.21,13.21,1005,1005,1005,87,0.0,100,5.66,231,8.48,1.73,d,500,Rain,light rain,10d,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667487600,10000,1.0,2022-11-03 15:00:00,12.28,11.63,12.28,12.28,1006,1006,1006,79,0.0,100,7.64,278,11.33,2.22,d,500,Rain,light rain,10d,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667498400,10000,1.0,2022-11-03 18:00:00,10.87,10.05,10.87,10.87,1008,1008,1008,78,0.0,78,7.62,258,12.53,0.4,n,500,Rain,light rain,10n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667509200,10000,0.43,2022-11-03 21:00:00,9.91,6.62,9.91,9.91,1008,1008,1008,86,0.0,36,7.75,234,13.12,0.3,n,500,Rain,light rain,10n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667520000,10000,0.47,2022-11-04 00:00:00,11.02,10.34,11.02,11.02,1007,1007,1007,83,0.0,60,9.13,242,14.09,0.31,n,500,Rain,light rain,10n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667530800,10000,0.55,2022-11-04 03:00:00,10.89,10.2,10.89,10.89,1006,1006,1006,83,0.0,100,10.79,251,15.7,1.15,n,500,Rain,light rain,10n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667541600,10000,0.95,2022-11-04 06:00:00,10.69,9.93,10.69,10.69,1005,1005,1005,81,0.0,99,9.51,279,14.21,2.62,n,500,Rain,light rain,10n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667552400,10000,0.9,2022-11-04 09:00:00,11.55,10.75,11.55,11.55,1009,1009,1009,76,0.0,77,8.53,336,12.62,2.41,d,500,Rain,light rain,10d,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667563200,10000,0.93,2022-11-04 12:00:00,13.5,12.66,13.5,13.5,1012,1012,1012,67,0.0,47,8.67,331,12.24,0.46,d,500,Rain,light rain,10d,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667574000,10000,0.0,2022-11-04 15:00:00,12.7,11.78,12.7,12.7,1015,1015,1015,67,0.0,20,7.91,341,10.84,,d,801,Clouds,few clouds,02d,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667584800,10000,0.0,2022-11-04 18:00:00,9.36,7.22,9.36,9.36,1018,1018,1018,83,0.0,41,4.0,356,8.39,,n,802,Clouds,scattered clouds,03n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667595600,10000,0.0,2022-11-04 21:00:00,8.95,7.47,8.95,8.95,1020,1020,1020,85,0.0,64,2.66,5,3.78,,n,803,Clouds,broken clouds,04n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667606400,10000,0.0,2022-11-05 00:00:00,8.28,8.28,8.28,8.28,1020,1020,1020,84,0.0,39,0.72,153,1.29,,n,802,Clouds,scattered clouds,03n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667617200,10000,0.0,2022-11-05 03:00:00,8.45,6.83,8.45,8.45,1020,1020,1020,87,0.0,86,2.72,201,3.37,,n,804,Clouds,overcast clouds,04n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667628000,10000,0.0,2022-11-05 06:00:00,7.58,5.37,7.58,7.58,1021,1021,1021,90,0.0,90,3.38,186,4.69,,n,804,Clouds,overcast clouds,04n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667638800,10000,0.02,2022-11-05 09:00:00,9.74,7.46,9.74,9.74,1021,1021,1021,81,0.0,95,4.51,183,7.55,,d,804,Clouds,overcast clouds,04d,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667649600,10000,0.21,2022-11-05 12:00:00,10.07,9.4,10.07,10.07,1020,1020,1020,87,0.0,98,5.61,180,10.59,0.36,d,500,Rain,light rain,10d,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667660400,10000,0.52,2022-11-05 15:00:00,11.02,10.42,11.02,11.02,1019,1019,1019,86,0.0,100,6.1,176,12.24,0.49,d,500,Rain,light rain,10d,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667671200,10000,0.29,2022-11-05 18:00:00,11.39,10.96,11.39,11.39,1018,1018,1018,91,0.0,100,6.45,172,12.23,,n,804,Clouds,overcast clouds,04n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667682000,10000,0.07,2022-11-05 21:00:00,11.63,11.2,11.63,11.63,1017,1017,1017,90,0.0,100,6.91,172,12.8,,n,804,Clouds,overcast clouds,04n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667692800,10000,0.31,2022-11-06 00:00:00,12.18,11.8,12.18,12.18,1015,1015,1015,90,0.0,100,7.44,177,13.64,0.21,n,500,Rain,light rain,10n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667703600,4843,1.0,2022-11-06 03:00:00,12.22,12.0,12.22,12.22,1013,1013,1013,96,0.0,100,8.21,173,14.79,4.98,n,501,Rain,moderate rain,10n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667714400,10000,1.0,2022-11-06 06:00:00,12.7,12.48,12.7,12.7,1011,1011,1011,94,0.0,100,8.77,181,15.35,1.42,n,500,Rain,light rain,10n,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667725200,10000,0.96,2022-11-06 09:00:00,14.11,14.03,14.11,14.11,1012,1012,1012,94,0.0,100,6.24,205,10.28,0.95,d,500,Rain,light rain,10d,6435453,Huisnes-sur-Mer,FR,0,3600,1667285522,1667321226,48.636,-1.5115
0,1667304000,10000,0.33,2022-11-01 12:00:00,15.8,15.45,15.8,15.98,1014,1014,1013,77,-0.18,100,11.55,223,17.16,0.36,d,500,Rain,light rain,10d,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667314800,10000,0.91,2022-11-01 15:00:00,15.76,15.35,15.69,15.76,1014,1014,1012,75,0.07,96,10.44,225,17.01,0.53,d,500,Rain,light rain,10d,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667325600,10000,0.83,2022-11-01 18:00:00,14.41,13.79,13.72,14.41,1015,1015,1014,72,0.69,65,10.46,233,15.85,0.2,n,500,Rain,light rain,10n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667336400,10000,0.12,2022-11-01 21:00:00,12.61,11.73,12.61,12.61,1018,1018,1016,69,0.0,3,10.56,242,15.44,,n,800,Clear,clear sky,01n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667347200,10000,0.24,2022-11-02 00:00:00,11.95,11.13,11.95,11.95,1020,1020,1018,74,0.0,21,8.21,250,11.55,,n,801,Clouds,few clouds,02n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667358000,10000,0.08,2022-11-02 03:00:00,10.49,9.74,10.49,10.49,1021,1021,1019,82,0.0,15,6.22,232,10.02,,n,801,Clouds,few clouds,02n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667368800,10000,0.0,2022-11-02 06:00:00,10.14,9.38,10.14,10.14,1022,1022,1020,83,0.0,9,5.77,219,9.72,,n,800,Clear,clear sky,01n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667379600,10000,0.0,2022-11-02 09:00:00,11.97,11.23,11.97,11.97,1021,1021,1019,77,0.0,38,6.45,196,10.59,,d,802,Clouds,scattered clouds,03d,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667390400,10000,0.0,2022-11-02 12:00:00,15.45,14.59,15.45,15.45,1019,1019,1017,59,0.0,69,9.36,205,12.68,,d,803,Clouds,broken clouds,04d,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667401200,10000,0.0,2022-11-02 15:00:00,15.76,15.19,15.76,15.76,1016,1016,1014,69,0.0,93,10.44,199,15.62,,d,804,Clouds,overcast clouds,04d,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667412000,10000,0.0,2022-11-02 18:00:00,14.5,13.96,14.5,14.5,1015,1015,1013,75,0.0,96,11.0,207,15.8,,n,804,Clouds,overcast clouds,04n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667422800,10000,0.16,2022-11-02 21:00:00,14.76,14.41,14.76,14.76,1014,1014,1012,81,0.0,100,10.67,209,16.65,,n,804,Clouds,overcast clouds,04n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667433600,10000,0.62,2022-11-03 00:00:00,14.59,14.27,14.59,14.59,1012,1012,1010,83,0.0,100,9.71,212,14.74,0.64,n,500,Rain,light rain,10n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667444400,10000,1.0,2022-11-03 03:00:00,13.66,13.35,13.66,13.66,1010,1010,1008,87,0.0,100,9.35,230,15.02,2.48,n,500,Rain,light rain,10n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667455200,10000,1.0,2022-11-03 06:00:00,12.27,11.9,12.27,12.27,1009,1009,1007,90,0.0,100,6.15,219,9.87,2.55,n,500,Rain,light rain,10n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667466000,10000,0.92,2022-11-03 09:00:00,12.97,12.49,12.97,12.97,1008,1008,1006,83,0.0,100,8.21,217,13.06,0.55,d,500,Rain,light rain,10d,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667476800,10000,1.0,2022-11-03 12:00:00,13.33,12.86,13.33,13.33,1005,1005,1004,82,0.0,100,5.32,297,7.65,1.46,d,500,Rain,light rain,10d,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667487600,10000,1.0,2022-11-03 15:00:00,12.97,12.2,12.97,12.97,1006,1006,1004,72,0.0,100,9.46,281,11.71,0.96,d,500,Rain,light rain,10d,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667498400,10000,0.97,2022-11-03 18:00:00,11.68,10.84,11.68,11.68,1008,1008,1006,74,0.0,64,9.55,257,13.7,0.36,n,500,Rain,light rain,10n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667509200,10000,0.52,2022-11-03 21:00:00,11.13,10.41,11.13,11.13,1008,1008,1006,81,0.0,28,9.75,244,14.55,0.26,n,500,Rain,light rain,10n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667520000,10000,0.52,2022-11-04 00:00:00,11.78,11.08,11.78,11.78,1007,1007,1005,79,0.0,57,11.32,250,16.0,0.37,n,500,Rain,light rain,10n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667530800,10000,0.75,2022-11-04 03:00:00,11.24,10.59,11.24,11.24,1005,1005,1004,83,0.0,100,13.05,260,17.88,1.48,n,500,Rain,light rain,10n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667541600,10000,0.95,2022-11-04 06:00:00,12.01,11.17,12.01,12.01,1006,1006,1004,73,0.0,94,12.86,292,16.75,1.27,n,500,Rain,light rain,10n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667552400,10000,0.79,2022-11-04 09:00:00,12.78,11.84,12.78,12.78,1010,1010,1008,66,0.0,65,11.93,327,14.35,1.09,d,500,Rain,light rain,10d,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667563200,10000,0.88,2022-11-04 12:00:00,13.3,12.51,13.3,13.3,1013,1013,1011,70,0.0,67,9.96,332,12.31,0.85,d,500,Rain,light rain,10d,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667574000,10000,0.2,2022-11-04 15:00:00,13.11,12.17,13.11,13.11,1015,1015,1013,65,0.0,90,9.63,340,11.56,0.12,d,500,Rain,light rain,10d,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667584800,10000,0.0,2022-11-04 18:00:00,11.94,11.02,11.94,11.94,1018,1018,1016,70,0.0,86,6.15,341,7.93,,n,804,Clouds,overcast clouds,04n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667595600,10000,0.0,2022-11-04 21:00:00,11.71,10.76,11.71,11.71,1020,1020,1018,70,0.0,40,3.91,333,4.09,,n,802,Clouds,scattered clouds,03n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667606400,10000,0.0,2022-11-05 00:00:00,10.86,9.93,10.86,10.86,1020,1020,1018,74,0.0,29,3.0,262,3.14,,n,802,Clouds,scattered clouds,03n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667617200,10000,0.0,2022-11-05 03:00:00,10.39,9.57,10.39,10.39,1020,1020,1018,80,0.0,90,4.45,234,4.58,,n,804,Clouds,overcast clouds,04n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667628000,10000,0.0,2022-11-05 06:00:00,9.45,6.89,9.45,9.45,1020,1020,1018,82,0.0,95,5.02,204,6.7,,n,804,Clouds,overcast clouds,04n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667638800,10000,0.17,2022-11-05 09:00:00,10.44,9.65,10.44,10.44,1020,1020,1018,81,0.0,100,6.2,189,9.63,,d,804,Clouds,overcast clouds,04d,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667649600,10000,0.51,2022-11-05 12:00:00,11.74,11.14,11.74,11.74,1019,1019,1017,83,0.0,100,7.54,184,12.15,0.65,d,500,Rain,light rain,10d,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667660400,10000,0.46,2022-11-05 15:00:00,13.31,12.89,13.31,13.31,1018,1018,1016,84,0.0,100,7.71,188,12.42,0.31,d,500,Rain,light rain,10d,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667671200,10000,0.31,2022-11-05 18:00:00,13.35,13.01,13.35,13.35,1017,1017,1015,87,0.0,100,7.39,186,12.56,,n,804,Clouds,overcast clouds,04n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667682000,10000,0.23,2022-11-05 21:00:00,13.38,13.07,13.38,13.38,1016,1016,1014,88,0.0,100,8.13,190,13.31,0.14,n,500,Rain,light rain,10n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667692800,10000,0.57,2022-11-06 00:00:00,13.39,13.08,13.39,13.39,1014,1014,1012,88,0.0,100,8.84,184,14.12,0.62,n,500,Rain,light rain,10n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667703600,10000,1.0,2022-11-06 03:00:00,13.58,13.37,13.58,13.58,1012,1012,1010,91,0.0,100,10.78,192,15.66,4.4,n,501,Rain,moderate rain,10n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667714400,10000,1.0,2022-11-06 06:00:00,13.9,13.75,13.9,13.9,1011,1011,1009,92,0.0,100,9.69,193,14.66,1.34,n,500,Rain,light rain,10n,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667725200,10000,0.99,2022-11-06 09:00:00,15.31,14.99,15.31,15.31,1012,1012,1010,80,0.0,79,6.63,248,9.41,0.91,d,500,Rain,light rain,10d,2978640,St-Malo,FR,50676,3600,1667285647,1667321348,48.6495,-2.026
0,1667304000,10000,0.3,2022-11-01 12:00:00,16.14,15.53,16.14,16.47,1014,1014,1008,66,-0.33,71,10.48,217,17.17,0.14,d,500,Rain,light rain,10d,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667314800,10000,0.99,2022-11-01 15:00:00,15.58,15.02,14.45,15.58,1014,1014,1008,70,1.13,81,10.2,221,16.54,1.0,d,500,Rain,light rain,10d,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667325600,10000,1.0,2022-11-01 18:00:00,13.75,13.11,12.55,13.75,1015,1015,1009,74,1.2,65,9.23,227,16.06,0.21,n,500,Rain,light rain,10n,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667336400,10000,0.16,2022-11-01 21:00:00,11.36,10.48,11.36,11.36,1017,1017,1011,74,0.0,4,9.32,235,15.8,,n,800,Clear,clear sky,01n,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667347200,10000,0.36,2022-11-02 00:00:00,12.05,11.16,12.05,12.05,1018,1018,1012,71,0.0,27,7.99,248,12.49,0.13,n,500,Rain,light rain,10n,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667358000,10000,0.29,2022-11-02 03:00:00,9.44,6.83,9.44,9.44,1020,1020,1014,84,0.0,8,5.15,231,10.53,0.13,n,500,Rain,light rain,10n,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667368800,10000,0.05,2022-11-02 06:00:00,8.24,5.25,8.24,8.24,1021,1021,1015,92,0.0,4,5.34,210,11.17,,n,800,Clear,clear sky,01n,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667379600,10000,0.0,2022-11-02 09:00:00,10.91,10.07,10.91,10.91,1021,1021,1015,77,0.0,29,6.01,206,11.08,,d,802,Clouds,scattered clouds,03d,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667390400,10000,0.0,2022-11-02 12:00:00,14.33,13.44,14.33,14.33,1020,1020,1014,62,0.0,64,8.16,207,11.99,,d,803,Clouds,broken clouds,04d,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667401200,10000,0.0,2022-11-02 15:00:00,14.82,13.98,14.82,14.82,1016,1016,1011,62,0.0,100,7.71,200,14.2,,d,804,Clouds,overcast clouds,04d,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667412000,10000,0.0,2022-11-02 18:00:00,13.66,13.01,13.66,13.66,1015,1015,1009,74,0.0,100,9.08,202,15.82,,n,804,Clouds,overcast clouds,04n,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667422800,10000,0.0,2022-11-02 21:00:00,13.53,12.9,13.53,13.53,1013,1013,1007,75,0.0,100,9.63,206,17.34,,n,804,Clouds,overcast clouds,04n,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667433600,10000,0.2,2022-11-03 00:00:00,13.96,13.5,13.96,13.96,1012,1012,1006,80,0.0,100,8.87,210,14.99,,n,804,Clouds,overcast clouds,04n,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667444400,10000,0.58,2022-11-03 03:00:00,13.91,13.45,13.91,13.91,1010,1010,1004,80,0.0,100,9.26,205,15.54,0.24,n,500,Rain,light rain,10n,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667455200,10000,0.75,2022-11-03 06:00:00,12.2,11.83,12.2,12.2,1009,1009,1003,90,0.0,100,5.96,226,11.77,4.63,n,501,Rain,moderate rain,10n,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667466000,10000,1.0,2022-11-03 09:00:00,12.17,11.71,12.17,12.17,1007,1007,1001,87,0.0,100,5.64,223,11.22,1.58,d,500,Rain,light rain,10d,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667476800,10000,1.0,2022-11-03 12:00:00,12.6,12.11,12.6,12.6,1005,1005,1000,84,0.0,100,4.21,240,7.97,0.82,d,500,Rain,light rain,10d,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667487600,10000,1.0,2022-11-03 15:00:00,11.63,11.09,11.63,11.63,1005,1005,999,86,0.0,100,5.34,274,9.17,3.82,d,501,Rain,moderate rain,10d,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667498400,10000,1.0,2022-11-03 18:00:00,9.5,6.9,9.5,9.5,1006,1006,1000,86,0.0,100,5.17,247,11.63,0.13,n,500,Rain,light rain,10n,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667509200,10000,0.37,2022-11-03 21:00:00,10.93,10.06,10.93,10.93,1006,1006,1000,76,0.0,39,6.41,246,12.65,,n,802,Clouds,scattered clouds,03n,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667520000,10000,0.76,2022-11-04 00:00:00,10.93,10.32,10.93,10.93,1004,1004,999,86,0.0,69,8.57,242,14.23,1.16,n,500,Rain,light rain,10n,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667530800,10000,0.92,2022-11-04 03:00:00,10.82,10.12,10.82,10.82,1003,1003,997,83,0.0,100,9.78,254,14.58,2.95,n,500,Rain,light rain,10n,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667541600,10000,1.0,2022-11-04 06:00:00,9.52,6.48,9.52,9.52,1004,1004,998,82,0.0,100,6.47,311,10.52,6.31,n,501,Rain,moderate rain,10n,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667552400,10000,0.88,2022-11-04 09:00:00,11.12,10.17,11.12,11.12,1008,1008,1002,72,0.0,74,8.32,315,11.94,1.03,d,500,Rain,light rain,10d,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
0,1667563200,10000,0.79,2022-11-04 12:00:00,12.27,11.33,12.27,12.27,1011,1011,1005,68,0.0,51,8.97,331,11.74,0.24,d,500,Rain,light rain,10d,3034483,Bayeux,FR,15963,3600,1667285418,1667320941,49.2765,-0.7025
